iter	RMSE
359	0.1098564298
360	0.1093862415
361	0.109068202
362	0.1089388792
363	0.1085662996
364	0.1084081449
365	0.1082645677
366	0.1079788113
367	0.1076929218
368	0.1075667007
369	0.1072488777
370	0.1068978832
371	0.1067350624
372	0.106445015
373	0.1060608012
374	0.1058263209
375	0.1056556023
376	0.1054052541
377	0.1052534281
378	0.1050398981
379	0.1046962802
380	0.104414869
381	0.1041945903
382	0.1039971857
383	0.103838162
384	0.1035353176
385	0.1033080693
386	0.1030012372
387	0.1027337691
388	0.1022980439
389	0.1018362948
390	0.1017038334
391	0.1014752818
392	0.1013583701
393	0.10124182
394	0.1008890186
395	0.1006647994
396	0.1005219568
397	0.1001439325
398	0.09989384021
399	0.09961375942
400	0.09929134683
401	0.09894974789
402	0.09879923659
403	0.09868578954
404	0.09852180102
405	0.09824365426
406	0.09795844931
407	0.09766425454
408	0.09740985529
409	0.09711129564
410	0.09697591228
411	0.09686456305
412	0.09670922913
413	0.0965786803
414	0.096300873
415	0.09619210424
416	0.09587024086
417	0.09571742797
418	0.09545912987
419	0.09520093775
420	0.09506999186
421	0.09490492251
422	0.09477762591
423	0.09466909621
424	0.09441276877
425	0.09412327363
426	0.09401371347
427	0.09374125156
428	0.09362689448
429	0.09334379402
430	0.0931184214
431	0.09285218359
432	0.09258773015
433	0.09232270352
434	0.09202953908
435	0.09190814778
436	0.09164448963
437	0.09153882372
438	0.09124528656
439	0.09100818288
440	0.09078208425
441	0.09054657883
442	0.09044788795
443	0.09016414601
444	0.08992164983
445	0.08968579398
446	0.08938309058
447	0.08902182129
448	0.08872721385
449	0.08862190484
450	0.08840450834
451	0.08828831376
452	0.08804615298
453	0.08785117074
454	0.08758035388
455	0.08746499969
456	0.08721451842
457	0.08703912187
458	0.0867648557
459	0.08644293677
460	0.08620172188
461	0.08607512743
462	0.08588414998
463	0.08574129388
464	0.0855033714
465	0.08525546885
466	0.08489726512
467	0.08461114456
468	0.08440522218
469	0.08416684916
470	0.08405649003
471	0.08384852124
472	0.08355477012
473	0.08330054028
474	0.08305281707
475	0.0828374153
476	0.08271358545
477	0.08247220483
478	0.08222393997
479	0.08200292882
480	0.08167478277
481	0.08142162118
482	0.08116776349
483	0.08094668866
484	0.08068146106
485	0.08047454578
486	0.08022005331
487	0.08000445276
488	0.07979697831
489	0.07956864857
490	0.07936522898
491	0.07913542902
492	0.07886389414
493	0.07855039157
494	0.07826877172
495	0.07801331081
496	0.07770971594
497	0.07743599209
498	0.07723856843
499	0.07698394918
500	0.07679222712
501	0.07660206724
502	0.07638232969
503	0.07607905791
504	0.07588891878
505	0.0756461777
506	0.07542664485
507	0.07525914124
508	0.07502082526
509	0.07482175061
510	0.07460229316
511	0.0743765106
512	0.07418234686
513	0.07393456154
514	0.07364230275
515	0.07343477615
516	0.0732005055
517	0.07310469853
518	0.07291466194
519	0.07268927103
520	0.07246084154
521	0.07218944688
522	0.07187364233
523	0.07161754634
524	0.07136412747
525	0.07112807866
526	0.0709232327
527	0.07067130482
528	0.07039279678
529	0.07016556514
530	0.06991529482
531	0.0697053797
532	0.06945347432
533	0.06920815296
534	0.06899298668
535	0.06875851739
536	0.06856505988
537	0.06829648854
538	0.06804624467
539	0.06783737904
540	0.06757249005
541	0.0673928435
542	0.06715699124
543	0.06697505546
544	0.06669043975
545	0.06643134652
546	0.06622340326
547	0.06603266494
548	0.06577689371
549	0.06559850508
550	0.06538664115
551	0.06516903883
552	0.06499616116
553	0.06481705656
554	0.0645642343
555	0.06434874838
556	0.06414841231
557	0.06389749106
558	0.06373577647
559	0.06355698175
560	0.0633819179
561	0.06313684744
562	0.06295776123
563	0.06273724874
564	0.06256750712
565	0.06234480791
566	0.06216815227
567	0.06198080572
568	0.06185166743
569	0.06166681008
570	0.06145977341
571	0.06122442312
572	0.06103948914
573	0.06080633499
574	0.06057463372
575	0.06034437604
576	0.06010543405
577	0.05991757209
578	0.05975237257
579	0.05956437488
580	0.05940747654
581	0.05928964075
582	0.0591338905
583	0.05896712911
584	0.05877978386
585	0.05862672527
586	0.05846383447
587	0.05830809321
588	0.05813307076
589	0.05798120514
590	0.0578300883
591	0.05760068851
592	0.05741285408
593	0.0571965307
594	0.05698156909
595	0.05675942048
596	0.05657219731
597	0.05635232706
598	0.05618499023
599	0.05594172649
600	0.05575454466
601	0.05560954624
602	0.05538596816
603	0.05517040405
604	0.05496422133
605	0.05475933618
606	0.05460872788
607	0.05439637579
608	0.05420631852
609	0.05406552678
610	0.05385501635
611	0.05365767044
612	0.0534720747
613	0.05330997
614	0.05317176193
615	0.05302690806
616	0.05283742156
617	0.05270111141
618	0.05250580912
619	0.05230655399
620	0.05211340624
621	0.05191632241
622	0.05178242905
623	0.05162741948
624	0.05149471522
625	0.05131893564
626	0.0511434057
627	0.0509500896
628	0.05075258508
629	0.05059003936
630	0.05039915043
631	0.05021796477
632	0.05004825589
633	0.04991994195
634	0.0497444686
635	0.04958431803
636	0.04941740739
637	0.04929114591
638	0.04912707409
639	0.04894824935
640	0.04878580064
641	0.04863951379
642	0.0485156285
643	0.04832770925
644	0.048146242
645	0.04802388421
646	0.04784389788
647	0.0477224828
648	0.04753513453
649	0.04741476773
650	0.0472374371
651	0.04711799873
652	0.04694483971
653	0.04682648367
654	0.04667786748
655	0.04648167307
656	0.04632815489
657	0.04617981382
658	0.04601069776
659	0.04583965215
660	0.04566123479
661	0.04552737874
662	0.04541275537
663	0.04524444709
664	0.04511324861
665	0.04493544429
666	0.0447829369
667	0.04464916112
668	0.04449802129
669	0.04438588493
670	0.04427430402
671	0.04412690395
672	0.04395844837
673	0.04384541585
674	0.0436783175
675	0.04351771555
676	0.04339257533
677	0.04326824669
678	0.04312535449
679	0.04295790389
680	0.04285037716
681	0.0426890401
682	0.04253550295
683	0.0424019014
684	0.04226366409
685	0.04215794564
686	0.04205275282
687	0.04190056313
688	0.04176948748
689	0.04163371606
690	0.04149864709
691	0.04134735829
692	0.04121878954
693	0.0410918568
694	0.04093783933
695	0.04083587401
696	0.04070438069
697	0.04058985507
698	0.04045958489
699	0.04031480229
700	0.04020640347
701	0.0400781372
702	0.03997855429
703	0.03985085517
704	0.03970058552
705	0.03955129186
706	0.03942386973
707	0.0392776367
708	0.03913633835
709	0.03900568547
710	0.03890868729
711	0.03876560322
712	0.03864230253
713	0.03854634061
714	0.03840419031
715	0.0382624872
716	0.03814361435
717	0.03804902713
718	0.03792866879
719	0.03781037144
720	0.03767128681
721	0.03751612442
722	0.03737863261
723	0.03728607578
724	0.0371939815
725	0.03707681402
726	0.03696025918
727	0.03684368662
728	0.03672826644
729	0.03663779564
730	0.03654777826
731	0.0364210283
732	0.03628559786
733	0.03613666519
734	0.03600987932
735	0.03588259721
736	0.0357520857
737	0.03563932944
738	0.0355286828
739	0.03541869631
740	0.03529004307
741	0.03517955981
742	0.03503607155
743	0.03494976775
744	0.03482256201
745	0.03472134726
746	0.03461422453
747	0.0344734893
748	0.03433372149
749	0.03420387322
750	0.03406583591
751	0.03392874878
752	0.03382438912
753	0.03370738813
754	0.03359110432
755	0.03347024713
756	0.03338760273
757	0.033267237
758	0.03316320235
759	0.03303044875
760	0.03292907285
761	0.03279764666
762	0.03268507612
763	0.03258254824
764	0.03246592452
765	0.03236877821
766	0.03225799611
767	0.032178249
768	0.03205057265
769	0.03195036849
770	0.03182389946
771	0.03174530038
772	0.03161995433
773	0.03151719797
774	0.03140068587
775	0.03128909425
776	0.0311914171
777	0.03109429624
778	0.03099922918
779	0.03090295816
780	0.03080872537
781	0.0306952861
782	0.03058715822
783	0.03048343733
784	0.03037639706
785	0.03025761969
786	0.03016568432
787	0.03005554194
788	0.02996265469
789	0.02984603628
790	0.0297721904
791	0.02965661253
792	0.02954183492
793	0.02943490379
794	0.02934398423
795	0.02925358346
796	0.02918123723
797	0.02906871501
798	0.02897934268
799	0.02887489064
800	0.02880357138
801	0.02871523133
802	0.0286119807
803	0.02852444762
804	0.02841504589
805	0.02832829795
806	0.02821993927
807	0.02811233321
808	0.02804461364
809	0.02795911586
810	0.02789007289
811	0.02778970716
812	0.02772120209
813	0.02763689158
814	0.02755306295
815	0.02746971381
816	0.0273868418
817	0.02728262868
818	0.02718469736
819	0.02710284909
820	0.02700670208
821	0.02692560536
822	0.02682374109
823	0.02672792252
824	0.02666373686
825	0.0265998559
826	0.02649979338
827	0.02640546138
828	0.02635780396
829	0.02625911865
830	0.02619652859
831	0.02611564073
832	0.0260181839
833	0.02595639258
834	0.02590985449
835	0.02586348153
836	0.02577179538
837	0.02572572434
838	0.02567981634
839	0.02560844295
840	0.02556281183
841	0.02547236469
842	0.02538400563
843	0.02532413758
844	0.02527912469
845	0.02520316403
846	0.02511427104
847	0.02504140836
848	0.02496652346
849	0.02488021392
850	0.02478846794
851	0.02471972828
852	0.02467589232
853	0.02461795719
854	0.02453153883
855	0.02448815944
856	0.02444493223
857	0.02435929496
858	0.02428229909
859	0.02423948664
860	0.02415635465
861	0.02411382619
862	0.02407144644
863	0.02400475905
864	0.02396263301
865	0.02390683905
866	0.02385130571
867	0.02380965973
868	0.0237438734
869	0.02370247579
870	0.02366122274
871	0.02359083161
872	0.02352084242
873	0.02344041874
874	0.02336052328
875	0.02330653252
876	0.02324219706
877	0.0232018857
878	0.02316171511
879	0.02308095823
880	0.02300263218
881	0.02296284588
882	0.02292319832
883	0.02286010785
884	0.02278278822
885	0.02274350349
886	0.02270435574
887	0.02266534449
888	0.02260314221
889	0.02256436379
890	0.02250268986
891	0.02242500834
892	0.02236388091
893	0.02231257377
894	0.02223750249
895	0.02217381162
896	0.02213588546
897	0.02207571016
898	0.02203800962
899	0.02200044054
900	0.02194072146
901	0.02186713919
902	0.02181722181
903	0.02176753769
904	0.02169032636
905	0.02163161568
906	0.02155509216
907	0.02150618921
908	0.02145751446
909	0.02139950631
910	0.02135114968
911	0.02130301858
912	0.02126715979
913	0.0212053191
914	0.02113469694
915	0.02105854119
916	0.02098464518
917	0.02092801921
918	0.02086729197
919	0.02079244599
920	0.02075742554
921	0.0207225265
922	0.0206877485
923	0.02063202208
924	0.02057334072
925	0.02050146714
926	0.02043006382
927	0.02039590631
928	0.02033805256
929	0.02028342561
930	0.02021636521
931	0.02014625002
932	0.0200765946
933	0.02000739628
934	0.01995385146
935	0.01990061319
936	0.01983220654
937	0.01976424901
938	0.01969673797
939	0.01964068658
940	0.0195883613
941	0.01953633591
942	0.01946979222
943	0.01940368625
944	0.0193522868
945	0.01928677859
946	0.01923583636
947	0.01917092079
948	0.01910643279
949	0.01904236984
950	0.01899220075
951	0.01892871901
952	0.01886565612
953	0.01881609126
954	0.01875132121
955	0.01868699197
956	0.0186379774
957	0.01858522453
958	0.01851682039
959	0.01846737127
960	0.01842328037
961	0.01837942115
962	0.01832696929
963	0.01826415413
964	0.01821076464
965	0.01816741996
966	0.01810535355
967	0.01805808696
968	0.01800658639
969	0.01796384947
970	0.01790257214
971	0.01785594691
972	0.01780505292
973	0.01775768855
974	0.01771155645
975	0.01764920758
976	0.01759909473
977	0.01755745405
978	0.0175160326
979	0.01745626859
980	0.01740994951
981	0.01736062294
982	0.01731967028
983	0.01727076288
984	0.01721193932
985	0.0171632429
986	0.01712280067
987	0.01706041496
988	0.01701635959
989	0.01696829364
990	0.0169205038
991	0.01688078665
992	0.01683620902
993	0.01679575396
994	0.01675148256
995	0.01670437486
996	0.01667142742
997	0.0166145704
998	0.01657472217
999	0.01652813561
